episode_num,novelty_probability,novelty_threshold,novelty,novelty_characterization,performance,notify_novelty,pass,episode_type,trial_num,novelty_id,trial_type,level,env_config
22,0,1,0,0,0,FALSE,Fail,novelty,11,3_7_11,unknown,3,
23,0,1,0,0,0,FALSE,Fail,novelty,11,3_7_11,unknown,3,
24,0,1,0,0,0,FALSE,Fail,novelty,11,3_7_11,unknown,3,
0,0,1,0,0,42670,FALSE,Fail,non-novelty-performance,12,1_6_12,known,1,
1,0,1,0,0,30140,FALSE,Fail,non-novelty-performance,12,1_6_12,known,1,
2,0,1,0,0,39230,FALSE,Pass,non-novelty-performance,12,1_6_12,known,1,
3,0,1,0,0,107180,FALSE,Fail,non-novelty-performance,12,1_6_12,known,1,
4,0,1,0,0,34010,FALSE,Pass,non-novelty-performance,12,1_6_12,known,1,
5,0,1,0,0,31790,FALSE,Fail,novelty,12,1_6_12,known,1,
6,0,1,0,0,123600,FALSE,Pass,novelty,12,1_6_12,known,1,
7,0,1,0,0,63040,FALSE,Pass,novelty,12,1_6_12,known,1,
8,0,1,0,0,30330,FALSE,Fail,novelty,12,1_6_12,known,1,
9,0,1,0,0,78960,FALSE,Fail,novelty,12,1_6_12,known,1,
10,0,1,0,0,34270,FALSE,Fail,novelty,12,1_6_12,known,1,
11,0,1,0,0,44180,FALSE,Pass,novelty,12,1_6_12,known,1,
12,0,1,0,0,77920,FALSE,Fail,novelty,12,1_6_12,known,1,
13,0,1,0,0,20500,FALSE,Fail,novelty,12,1_6_12,known,1,
14,0,1,0,0,96280,FALSE,Pass,novelty,12,1_6_12,known,1,
15,0,1,0,0,41500,FALSE,Pass,novelty,12,1_6_12,known,1,
16,0,1,0,0,29280,FALSE,Fail,novelty,12,1_6_12,known,1,
17,0,1,0,0,12050,FALSE,Fail,novelty,12,1_6_12,known,1,
18,0,1,0,0,24700,FALSE,Fail,novelty,12,1_6_12,known,1,
19,0,1,0,0,27460,FALSE,Fail,novelty,12,1_6_12,known,1,
20,0,1,0,0,70450,FALSE,Fail,novelty,12,1_6_12,known,1,
21,0,1,0,0,6600,FALSE,Fail,novelty,12,1_6_12,known,1,
22,0,1,0,0,4820,FALSE,Fail,novelty,12,1_6_12,known,1,
23,0,1,0,0,113440,FALSE,Pass,novelty,12,1_6_12,known,1,
24,0,1,0,0,43270,FALSE,Fail,novelty,12,1_6_12,known,1,
0,0,1,0,0,51700,FALSE,Fail,non-novelty-performance,13,1_7_13,known,1,
1,0,1,0,0,126470,FALSE,Fail,non-novelty-performance,13,1_7_13,known,1,
2,0,1,0,0,135360,FALSE,Pass,non-novelty-performance,13,1_7_13,known,1,
3,0,1,0,0,21410,FALSE,Fail,non-novelty-performance,13,1_7_13,known,1,
4,0,1,0,0,18940,FALSE,Fail,non-novelty-performance,13,1_7_13,known,1,
5,0,1,0,0,53300,FALSE,Pass,novelty,13,1_7_13,known,1,
6,0,1,0,0,143240,FALSE,Pass,novelty,13,1_7_13,known,1,
7,0,1,0,0,47170,FALSE,Fail,novelty,13,1_7_13,known,1,
8,0,1,0,0,77050,FALSE,Pass,novelty,13,1_7_13,known,1,
9,0,1,0,0,38710,FALSE,Fail,novelty,13,1_7_13,known,1,
10,0,1,0,0,25680,FALSE,Fail,novelty,13,1_7_13,known,1,
11,0,1,0,0,134970,FALSE,Pass,novelty,13,1_7_13,known,1,
12,0,1,0,0,89400,FALSE,Pass,novelty,13,1_7_13,known,1,
13,0,1,0,0,158330,FALSE,Pass,novelty,13,1_7_13,known,1,
14,0,1,0,0,18090,FALSE,Fail,novelty,13,1_7_13,known,1,
15,0,1,0,0,64930,FALSE,Fail,novelty,13,1_7_13,known,1,
16,0,1,0,0,21060,FALSE,Fail,novelty,13,1_7_13,known,1,
17,0,1,0,0,43480,FALSE,Fail,novelty,13,1_7_13,known,1,
18,0,1,0,0,34410,FALSE,Fail,novelty,13,1_7_13,known,1,
19,0,1,0,0,13760,FALSE,Fail,novelty,13,1_7_13,known,1,
20,0,1,0,0,10120,FALSE,Fail,novelty,13,1_7_13,known,1,
21,0,1,0,0,19280,FALSE,Fail,novelty,13,1_7_13,known,1,
22,0,1,0,0,24530,FALSE,Fail,novelty,13,1_7_13,known,1,
23,0,1,0,0,0,FALSE,Fail,novelty,13,1_7_13,known,1,
24,0,1,0,0,63280,FALSE,Fail,novelty,13,1_7_13,known,1,
0,0,1,0,0,24860,FALSE,Fail,non-novelty-performance,14,1_8_14,known,1,
1,0,1,0,0,85810,FALSE,Pass,non-novelty-performance,14,1_8_14,known,1,
2,0,1,0,0,26590,FALSE,Fail,non-novelty-performance,14,1_8_14,known,1,
3,0,1,0,0,8950,FALSE,Fail,non-novelty-performance,14,1_8_14,known,1,
4,0,1,0,0,62460,FALSE,Pass,non-novelty-performance,14,1_8_14,known,1,
5,0,1,0,0,31740,FALSE,Pass,novelty,14,1_8_14,known,1,
6,0,1,0,0,36350,FALSE,Pass,novelty,14,1_8_14,known,1,
7,0,1,0,0,7270,FALSE,Fail,novelty,14,1_8_14,known,1,
8,0,1,0,0,33500,FALSE,Fail,novelty,14,1_8_14,known,1,
9,0,1,0,0,86000,FALSE,Pass,novelty,14,1_8_14,known,1,
10,0,1,0,0,66220,FALSE,Fail,novelty,14,1_8_14,known,1,
11,0,1,0,0,38770,FALSE,Fail,novelty,14,1_8_14,known,1,
12,0,1,0,0,35670,FALSE,Pass,novelty,14,1_8_14,known,1,
13,0,1,0,0,13660,FALSE,Fail,novelty,14,1_8_14,known,1,
14,0,1,0,0,21070,FALSE,Fail,novelty,14,1_8_14,known,1,
15,0,1,0,0,79210,FALSE,Fail,novelty,14,1_8_14,known,1,
16,0,1,0,0,64510,FALSE,Fail,novelty,14,1_8_14,known,1,
17,0,1,0,0,47810,FALSE,Fail,novelty,14,1_8_14,known,1,
18,0,1,0,0,52670,FALSE,Fail,novelty,14,1_8_14,known,1,
19,0,1,0,0,55130,FALSE,Pass,novelty,14,1_8_14,known,1,
20,0,1,0,0,30400,FALSE,Fail,novelty,14,1_8_14,known,1,
21,0,1,0,0,67320,FALSE,Pass,novelty,14,1_8_14,known,1,
22,0,1,0,0,54200,FALSE,Fail,novelty,14,1_8_14,known,1,
23,0,1,0,0,39090,FALSE,Fail,novelty,14,1_8_14,known,1,
24,0,1,0,0,33920,FALSE,Pass,novelty,14,1_8_14,known,1,
0,0,1,0,0,48170,FALSE,Pass,non-novelty-performance,15,1_9_15,known,1,
1,0,1,0,0,10590,FALSE,Fail,non-novelty-performance,15,1_9_15,known,1,
2,0,1,0,0,17850,FALSE,Fail,non-novelty-performance,15,1_9_15,known,1,
3,0,1,0,0,0,FALSE,Fail,non-novelty-performance,15,1_9_15,known,1,
4,0,1,0,0,34700,FALSE,Fail,non-novelty-performance,15,1_9_15,known,1,
5,0,1,0,0,10010,FALSE,Fail,novelty,15,1_9_15,known,1,
6,0,1,0,0,19760,FALSE,Fail,novelty,15,1_9_15,known,1,
7,0,1,0,0,50910,FALSE,Pass,novelty,15,1_9_15,known,1,
8,0,1,0,0,24180,FALSE,Fail,novelty,15,1_9_15,known,1,
9,0,1,0,0,34740,FALSE,Fail,novelty,15,1_9_15,known,1,
10,0,1,0,0,43790,FALSE,Fail,novelty,15,1_9_15,known,1,
11,0,1,0,0,92490,FALSE,Pass,novelty,15,1_9_15,known,1,
12,0,1,0,0,18580,FALSE,Fail,novelty,15,1_9_15,known,1,
13,0,1,0,0,55700,FALSE,Pass,novelty,15,1_9_15,known,1,
14,0,1,0,0,58610,FALSE,Fail,novelty,15,1_9_15,known,1,
15,0,1,0,0,40670,FALSE,Pass,novelty,15,1_9_15,known,1,
16,0,1,0,0,14990,FALSE,Fail,novelty,15,1_9_15,known,1,
17,0,1,0,0,39500,FALSE,Pass,novelty,15,1_9_15,known,1,
18,0,1,0,0,159330,FALSE,Pass,novelty,15,1_9_15,known,1,
19,0,1,0,0,34990,FALSE,Pass,novelty,15,1_9_15,known,1,
20,0,1,0,0,35270,FALSE,Pass,novelty,15,1_9_15,known,1,
21,0,1,0,0,95990,FALSE,Fail,novelty,15,1_9_15,known,1,
22,0,1,0,0,142680,FALSE,Pass,novelty,15,1_9_15,known,1,
23,0,1,0,0,60800,FALSE,Pass,novelty,15,1_9_15,known,1,
24,0,1,0,0,14440,FALSE,Fail,novelty,15,1_9_15,known,1,
0,0,1,0,0,19070,FALSE,Fail,non-novelty-performance,16,1_10_16,known,1,
1,0,1,0,0,25330,FALSE,Fail,non-novelty-performance,16,1_10_16,known,1,
2,0,1,0,0,17910,FALSE,Pass,non-novelty-performance,16,1_10_16,known,1,
3,0,1,0,0,18320,FALSE,Fail,non-novelty-performance,16,1_10_16,known,1,
4,0,1,0,0,31500,FALSE,Pass,non-novelty-performance,16,1_10_16,known,1,
5,0,1,0,0,74090,FALSE,Pass,novelty,16,1_10_16,known,1,
6,0,1,0,0,29050,FALSE,Pass,novelty,16,1_10_16,known,1,
7,0,1,0,0,13680,FALSE,Fail,novelty,16,1_10_16,known,1,
8,0,1,0,0,17960,FALSE,Fail,novelty,16,1_10_16,known,1,
9,0,1,0,0,22790,FALSE,Fail,novelty,16,1_10_16,known,1,
10,0,1,0,0,27850,FALSE,Fail,novelty,16,1_10_16,known,1,
11,0,1,0,0,150360,FALSE,Pass,novelty,16,1_10_16,known,1,
12,0,1,0,0,13770,FALSE,Fail,novelty,16,1_10_16,known,1,
13,0,1,0,0,125000,FALSE,Fail,novelty,16,1_10_16,known,1,
14,0,1,0,0,93710,FALSE,Pass,novelty,16,1_10_16,known,1,
15,0,1,0,0,18450,FALSE,Fail,novelty,16,1_10_16,known,1,
16,0,1,0,0,46300,FALSE,Fail,novelty,16,1_10_16,known,1,
17,0,1,0,0,104510,FALSE,Pass,novelty,16,1_10_16,known,1,
18,0,1,0,0,79770,FALSE,Fail,novelty,16,1_10_16,known,1,
19,0,1,0,0,104140,FALSE,Pass,novelty,16,1_10_16,known,1,
20,0,1,0,0,100580,FALSE,Fail,novelty,16,1_10_16,known,1,
21,0,1,0,0,27330,FALSE,Fail,novelty,16,1_10_16,known,1,
22,0,1,0,0,67570,FALSE,Fail,novelty,16,1_10_16,known,1,
23,0,1,0,0,98570,FALSE,Pass,novelty,16,1_10_16,known,1,
24,0,1,0,0,87970,FALSE,Fail,novelty,16,1_10_16,known,1,
0,0,1,0,0,45910,FALSE,Fail,non-novelty-performance,17,2_6_17,known,2,
1,0,1,0,0,23710,FALSE,Fail,non-novelty-performance,17,2_6_17,known,2,
2,0,1,0,0,32820,FALSE,Fail,non-novelty-performance,17,2_6_17,known,2,
3,0,1,0,0,122940,FALSE,Pass,non-novelty-performance,17,2_6_17,known,2,
4,0,1,0,0,32310,FALSE,Pass,non-novelty-performance,17,2_6_17,known,2,
5,0,1,0,0,116360,FALSE,Pass,novelty,17,2_6_17,known,2,
6,0,1,0,0,32890,FALSE,Pass,novelty,17,2_6_17,known,2,
7,0,1,0,0,11630,FALSE,Fail,novelty,17,2_6_17,known,2,
8,0,1,0,0,39530,FALSE,Fail,novelty,17,2_6_17,known,2,
9,0,1,0,0,38720,FALSE,Pass,novelty,17,2_6_17,known,2,
10,0,1,0,0,31450,FALSE,Pass,novelty,17,2_6_17,known,2,
11,0,1,0,0,34150,FALSE,Pass,novelty,17,2_6_17,known,2,
12,0,1,0,0,93700,FALSE,Pass,novelty,17,2_6_17,known,2,
13,0,1,0,0,39580,FALSE,Fail,novelty,17,2_6_17,known,2,
14,0,1,0,0,100560,FALSE,Fail,novelty,17,2_6_17,known,2,
15,0,1,0,0,131340,FALSE,Pass,novelty,17,2_6_17,known,2,
16,0,1,0,0,14410,FALSE,Fail,novelty,17,2_6_17,known,2,
17,0,1,0,0,58670,FALSE,Pass,novelty,17,2_6_17,known,2,
18,0,1,0,0,31930,FALSE,Pass,novelty,17,2_6_17,known,2,
19,0,1,0,0,63500,FALSE,Pass,novelty,17,2_6_17,known,2,
20,0,1,0,0,44140,FALSE,Fail,novelty,17,2_6_17,known,2,
21,0,1,0,0,80520,FALSE,Fail,novelty,17,2_6_17,known,2,
22,0,1,0,0,79080,FALSE,Fail,novelty,17,2_6_17,known,2,
23,0,1,0,0,47500,FALSE,Pass,novelty,17,2_6_17,known,2,
24,0,1,0,0,94020,FALSE,Pass,novelty,17,2_6_17,known,2,
0,0,1,0,0,31560,FALSE,Pass,non-novelty-performance,18,2_7_18,known,2,
1,0,1,0,0,11960,FALSE,Fail,non-novelty-performance,18,2_7_18,known,2,
2,0,1,0,0,17250,FALSE,Fail,non-novelty-performance,18,2_7_18,known,2,
3,0,1,0,0,35560,FALSE,Pass,non-novelty-performance,18,2_7_18,known,2,
4,0,1,0,0,18640,FALSE,Fail,non-novelty-performance,18,2_7_18,known,2,
5,0,1,0,0,42310,FALSE,Pass,novelty,18,2_7_18,known,2,
6,0,1,0,0,122910,FALSE,Pass,novelty,18,2_7_18,known,2,
7,0,1,0,0,0,FALSE,Fail,novelty,18,2_7_18,known,2,
8,0,1,0,0,45920,FALSE,Fail,novelty,18,2_7_18,known,2,
9,0,1,0,0,3790,FALSE,Fail,novelty,18,2_7_18,known,2,
10,0,1,0,0,18030,FALSE,Fail,novelty,18,2_7_18,known,2,
11,0,1,0,0,13960,FALSE,Fail,novelty,18,2_7_18,known,2,
12,0,1,0,0,45070,FALSE,Pass,novelty,18,2_7_18,known,2,
13,0,1,0,0,30820,FALSE,Fail,novelty,18,2_7_18,known,2,
14,0,1,0,0,40050,FALSE,Fail,novelty,18,2_7_18,known,2,
15,0,1,0,0,9480,FALSE,Fail,novelty,18,2_7_18,known,2,
16,0,1,0,0,34980,FALSE,Pass,novelty,18,2_7_18,known,2,
17,0,1,0,0,8550,FALSE,Fail,novelty,18,2_7_18,known,2,
18,0,1,0,0,30420,FALSE,Fail,novelty,18,2_7_18,known,2,
19,0,1,0,0,16910,FALSE,Fail,novelty,18,2_7_18,known,2,
20,0,1,0,0,103350,FALSE,Pass,novelty,18,2_7_18,known,2,
21,0,1,0,0,23820,FALSE,Fail,novelty,18,2_7_18,known,2,
22,0,1,0,0,32240,FALSE,Fail,novelty,18,2_7_18,known,2,
23,0,1,0,0,118730,FALSE,Pass,novelty,18,2_7_18,known,2,
24,0,1,0,0,7910,FALSE,Fail,novelty,18,2_7_18,known,2,
0,0,1,0,0,129970,FALSE,Pass,non-novelty-performance,19,2_8_19,known,2,
1,0,1,0,0,116310,FALSE,Pass,non-novelty-performance,19,2_8_19,known,2,
2,0,1,0,0,32000,FALSE,Fail,non-novelty-performance,19,2_8_19,known,2,
3,0,1,0,0,30410,FALSE,Fail,non-novelty-performance,19,2_8_19,known,2,
4,0,1,0,0,51500,FALSE,Pass,non-novelty-performance,19,2_8_19,known,2,
5,0,1,0,0,29820,FALSE,Fail,novelty,19,2_8_19,known,2,
6,0,1,0,0,19150,FALSE,Fail,novelty,19,2_8_19,known,2,
7,0,1,0,0,31550,FALSE,Pass,novelty,19,2_8_19,known,2,
8,0,1,0,0,18680,FALSE,Fail,novelty,19,2_8_19,known,2,
9,0,1,0,0,19040,FALSE,Fail,novelty,19,2_8_19,known,2,
10,0,1,0,0,111370,FALSE,Pass,novelty,19,2_8_19,known,2,
11,0,1,0,0,8580,FALSE,Fail,novelty,19,2_8_19,known,2,
12,0,1,0,0,5170,FALSE,Fail,novelty,19,2_8_19,known,2,
13,0,1,0,0,16370,FALSE,Fail,novelty,19,2_8_19,known,2,
14,0,1,0,0,57890,FALSE,Pass,novelty,19,2_8_19,known,2,
15,0,1,0,0,19260,FALSE,Pass,novelty,19,2_8_19,known,2,
16,0,1,0,0,16640,FALSE,Fail,novelty,19,2_8_19,known,2,
17,0,1,0,0,98340,FALSE,Pass,novelty,19,2_8_19,known,2,
18,0,1,0,0,42090,FALSE,Fail,novelty,19,2_8_19,known,2,
19,0,1,0,0,19680,FALSE,Fail,novelty,19,2_8_19,known,2,
20,0,1,0,0,33370,FALSE,Fail,novelty,19,2_8_19,known,2,
21,0,1,0,0,89440,FALSE,Fail,novelty,19,2_8_19,known,2,
22,0,1,0,0,31120,FALSE,Pass,novelty,19,2_8_19,known,2,
23,0,1,0,0,101290,FALSE,Pass,novelty,19,2_8_19,known,2,
24,0,1,0,0,45610,FALSE,Fail,novelty,19,2_8_19,known,2,
0,0,1,0,0,100880,FALSE,Pass,non-novelty-performance,20,2_9_20,known,2,
1,0,1,0,0,78130,FALSE,Pass,non-novelty-performance,20,2_9_20,known,2,
2,0,1,0,0,97640,FALSE,Pass,non-novelty-performance,20,2_9_20,known,2,
3,0,1,0,0,63710,FALSE,Pass,non-novelty-performance,20,2_9_20,known,2,
4,0,1,0,0,39450,FALSE,Fail,non-novelty-performance,20,2_9_20,known,2,
5,0,1,0,0,20710,FALSE,Fail,novelty,20,2_9_20,known,2,
6,0,1,0,0,38570,FALSE,Pass,novelty,20,2_9_20,known,2,
7,0,1,0,0,78120,FALSE,Pass,novelty,20,2_9_20,known,2,
8,0,1,0,0,102330,FALSE,Pass,novelty,20,2_9_20,known,2,
9,0,1,0,0,44990,FALSE,Fail,novelty,20,2_9_20,known,2,
10,0,1,0,0,26900,FALSE,Fail,novelty,20,2_9_20,known,2,
11,0,1,0,0,12180,FALSE,Fail,novelty,20,2_9_20,known,2,
12,0,1,0,0,119270,FALSE,Fail,novelty,20,2_9_20,known,2,
13,0,1,0,0,112750,FALSE,Pass,novelty,20,2_9_20,known,2,
14,0,1,0,0,30390,FALSE,Fail,novelty,20,2_9_20,known,2,
15,0,1,0,0,37270,FALSE,Pass,novelty,20,2_9_20,known,2,
16,0,1,0,0,5540,FALSE,Fail,novelty,20,2_9_20,known,2,
17,0,1,0,0,77740,FALSE,Fail,novelty,20,2_9_20,known,2,
18,0,1,0,0,51000,FALSE,Pass,novelty,20,2_9_20,known,2,
19,0,1,0,0,23080,FALSE,Fail,novelty,20,2_9_20,known,2,
20,0,1,0,0,42870,FALSE,Fail,novelty,20,2_9_20,known,2,
21,0,1,0,0,6320,FALSE,Fail,novelty,20,2_9_20,known,2,
22,0,1,0,0,35350,FALSE,Fail,novelty,20,2_9_20,known,2,
23,0,1,0,0,52070,FALSE,Fail,novelty,20,2_9_20,known,2,
24,0,1,0,0,54300,FALSE,Pass,novelty,20,2_9_20,known,2,
0,0,1,0,0,50590,FALSE,Pass,non-novelty-performance,21,2_10_21,known,2,
1,0,1,0,0,31220,FALSE,Pass,non-novelty-performance,21,2_10_21,known,2,
2,0,1,0,0,10840,FALSE,Fail,non-novelty-performance,21,2_10_21,known,2,
3,0,1,0,0,17290,FALSE,Fail,non-novelty-performance,21,2_10_21,known,2,
4,0,1,0,0,25230,FALSE,Fail,non-novelty-performance,21,2_10_21,known,2,
5,0,1,0,0,60430,FALSE,Fail,novelty,21,2_10_21,known,2,
6,0,1,0,0,26500,FALSE,Fail,novelty,21,2_10_21,known,2,
7,0,1,0,0,92920,FALSE,Fail,novelty,21,2_10_21,known,2,
8,0,1,0,0,15510,FALSE,Fail,novelty,21,2_10_21,known,2,
9,0,1,0,0,8620,FALSE,Fail,novelty,21,2_10_21,known,2,
10,0,1,0,0,10680,FALSE,Fail,novelty,21,2_10_21,known,2,
11,0,1,0,0,108490,FALSE,Pass,novelty,21,2_10_21,known,2,
12,0,1,0,0,106270,FALSE,Fail,novelty,21,2_10_21,known,2,
13,0,1,0,0,54590,FALSE,Fail,novelty,21,2_10_21,known,2,
14,0,1,0,0,900,FALSE,Fail,novelty,21,2_10_21,known,2,
15,0,1,0,0,39920,FALSE,Fail,novelty,21,2_10_21,known,2,
16,0,1,0,0,27530,FALSE,Fail,novelty,21,2_10_21,known,2,
17,0,1,0,0,25010,FALSE,Fail,novelty,21,2_10_21,known,2,
18,0,1,0,0,29990,FALSE,Fail,novelty,21,2_10_21,known,2,
19,0,1,0,0,12410,FALSE,Fail,novelty,21,2_10_21,known,2,
20,0,1,0,0,29390,FALSE,Pass,novelty,21,2_10_21,known,2,
21,0,1,0,0,83300,FALSE,Fail,novelty,21,2_10_21,known,2,
22,0,1,0,0,21780,FALSE,Fail,novelty,21,2_10_21,known,2,
23,0,1,0,0,50030,FALSE,Pass,novelty,21,2_10_21,known,2,
24,0,1,0,0,30110,FALSE,Pass,novelty,21,2_10_21,known,2,
0,0,1,0,0,38790,FALSE,Fail,non-novelty-performance,22,3_6_22,known,3,
1,0,1,0,0,99420,FALSE,Pass,non-novelty-performance,22,3_6_22,known,3,
2,0,1,0,0,23440,FALSE,Fail,non-novelty-performance,22,3_6_22,known,3,
3,0,1,0,0,25530,FALSE,Fail,non-novelty-performance,22,3_6_22,known,3,
4,0,1,0,0,119390,FALSE,Pass,non-novelty-performance,22,3_6_22,known,3,
5,0,1,0,0,0,FALSE,Fail,novelty,22,3_6_22,known,3,
6,0,1,0,0,0,FALSE,Fail,novelty,22,3_6_22,known,3,
7,0,1,0,0,0,FALSE,Fail,novelty,22,3_6_22,known,3,
8,0,1,0,0,0,FALSE,Fail,novelty,22,3_6_22,known,3,
9,0,1,0,0,0,FALSE,Fail,novelty,22,3_6_22,known,3,
10,0,1,0,0,0,FALSE,Fail,novelty,22,3_6_22,known,3,
11,0,1,0,0,0,FALSE,Fail,novelty,22,3_6_22,known,3,
12,0,1,0,0,0,FALSE,Fail,novelty,22,3_6_22,known,3,
13,0,1,0,0,0,FALSE,Fail,novelty,22,3_6_22,known,3,
14,0,1,0,0,0,FALSE,Fail,novelty,22,3_6_22,known,3,
15,0,1,0,0,0,FALSE,Fail,novelty,22,3_6_22,known,3,
16,0,1,0,0,0,FALSE,Fail,novelty,22,3_6_22,known,3,
17,0,1,0,0,0,FALSE,Fail,novelty,22,3_6_22,known,3,
18,0,1,0,0,0,FALSE,Fail,novelty,22,3_6_22,known,3,
19,0,1,0,0,0,FALSE,Fail,novelty,22,3_6_22,known,3,
20,0,1,0,0,0,FALSE,Fail,novelty,22,3_6_22,known,3,
21,0,1,0,0,0,FALSE,Fail,novelty,22,3_6_22,known,3,
22,0,1,0,0,0,FALSE,Fail,novelty,22,3_6_22,known,3,
23,0,1,0,0,0,FALSE,Fail,novelty,22,3_6_22,known,3,
24,0,1,0,0,0,FALSE,Fail,novelty,22,3_6_22,known,3,
0,0,1,0,0,40000,FALSE,Pass,non-novelty-performance,23,3_7_23,known,3,
1,0,1,0,0,39850,FALSE,Pass,non-novelty-performance,23,3_7_23,known,3,
2,0,1,0,0,86580,FALSE,Fail,non-novelty-performance,23,3_7_23,known,3,
3,0,1,0,0,40500,FALSE,Pass,non-novelty-performance,23,3_7_23,known,3,
4,0,1,0,0,13240,FALSE,Fail,non-novelty-performance,23,3_7_23,known,3,
5,0,1,0,0,0,FALSE,Fail,novelty,23,3_7_23,known,3,
6,0,1,0,0,0,FALSE,Fail,novelty,23,3_7_23,known,3,
7,0,1,0,0,0,FALSE,Fail,novelty,23,3_7_23,known,3,
8,0,1,0,0,0,FALSE,Fail,novelty,23,3_7_23,known,3,
9,0,1,0,0,0,FALSE,Fail,novelty,23,3_7_23,known,3,
10,0,1,0,0,0,FALSE,Fail,novelty,23,3_7_23,known,3,
11,0,1,0,0,0,FALSE,Fail,novelty,23,3_7_23,known,3,
12,0,1,0,0,0,FALSE,Fail,novelty,23,3_7_23,known,3,
13,0,1,0,0,0,FALSE,Fail,novelty,23,3_7_23,known,3,
14,0,1,0,0,0,FALSE,Fail,novelty,23,3_7_23,known,3,
15,0,1,0,0,0,FALSE,Fail,novelty,23,3_7_23,known,3,
16,0,1,0,0,0,FALSE,Fail,novelty,23,3_7_23,known,3,
17,0,1,0,0,0,FALSE,Fail,novelty,23,3_7_23,known,3,
18,0,1,0,0,0,FALSE,Fail,novelty,23,3_7_23,known,3,
19,0,1,0,0,0,FALSE,Fail,novelty,23,3_7_23,known,3,
20,0,1,0,0,0,FALSE,Fail,novelty,23,3_7_23,known,3,
21,0,1,0,0,0,FALSE,Fail,novelty,23,3_7_23,known,3,
22,0,1,0,0,0,FALSE,Fail,novelty,23,3_7_23,known,3,
23,0,1,0,0,0,FALSE,Fail,novelty,23,3_7_23,known,3,
24,0,1,0,0,0,FALSE,Fail,novelty,23,3_7_23,known,3,